Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYear,SatisfactionScore,LoyaltyIndex,WorkloadScore,CareerGrowthRate,OverTimeRisk,TenureStabilityIndex,OverTimeXSatisfaction,StagnationRisk,IncomeVsExperience,DistanceXOverTime
55,Travel_Rarely,725,Research & Development,2,Bachelor,Medical,Very High,Male,78,High,5,Manager,Low,Married,16581,21199,5,Yes,13,Excellent,Very High,1,24.0,2,Better,5,2,1,4,2763.5,3.0,0.16,6,0.6666666666666666,1,4.0,4,0.16666666666666666,663.24,2
50,Non-Travel,881,Research & Development,2,Master,Life Sciences,Low,Male,98,High,4,Manager,Low,Divorced,16581,4544,1,No,11,Excellent,Very High,1,28.5,3,Better,18,6,14,7,872.6842105263158,2.25,0.23728813559322035,9,0.21052631578947367,0,14.25,0,0.7368421052631579,562.0677966101695,0
36,Travel_Rarely,329,Research & Development,2,Bachelor,Life Sciences,Very High,Female,96,High,1,Research Scientist,High,Married,2543,11868,4,No,13,Excellent,Medium,1,6.0,3,Better,2,2,2,2,847.6666666666666,3.0,0.2857142857142857,9,0.0,0,1.2,0,0.6666666666666666,363.2857142857143,0
50,Travel_Frequently,1234,Research & Development,20,Doctor,Medical,Medium,Male,41,High,4,Healthcare Representative,High,Married,11245,20689,2,Yes,15,Excellent,High,1,28.5,3,Better,18,8,12,13,591.8421052631579,2.75,0.4406779661016949,9,0.3157894736842105,1,9.5,2,0.631578947368421,381.1864406779661,20
28,Travel_Rarely,1485,Research & Development,12,Below College,Life Sciences,High,Female,79,High,1,Laboratory Technician,Very High,Married,2515,22955,1,Yes,11,Excellent,Very High,0,1.0,4,Good,1,1,0,0,1257.5,3.25,0.0,12,0.5,1,0.5,1,0.0,1257.5,12
31,Travel_Rarely,1463,Research & Development,23,Bachelor,Medical,Medium,Male,64,Medium,2,Healthcare Representative,Very High,Married,5582,14408,0,No,21,Outstanding,Medium,1,10.0,2,Better,9,0,7,8,558.2,2.75,0.7272727272727273,4,0.2,0,10.0,0,0.7,507.45454545454544,0
36,Travel_Rarely,1174,Sales,3,Master,Marketing,Low,Female,99,High,2,Sales Executive,Medium,Single,9278,20763,3,Yes,16,Excellent,Very High,0,15.0,3,Better,5,4,0,1,1546.3333333333333,2.5,0.0625,9,0.8333333333333334,1,3.75,3,0.0,579.875,3
27,Travel_Frequently,294,Research & Development,10,College,Life Sciences,Very High,Male,32,High,3,Manufacturing Director,Low,Divorced,8793,4809,1,No,21,Outstanding,High,2,9.0,4,Good,9,7,1,7,879.3,2.5,0.7,12,0.8,0,4.5,0,0.1,879.3,0
32,Travel_Rarely,1401,Sales,4,College,Life Sciences,High,Female,56,High,1,Sales Representative,Medium,Married,3931,20990,2,No,11,Excellent,Low,1,6.0,5,Better,4,3,1,2,786.2,2.25,0.2857142857142857,15,0.6,0,2.0,0,0.2,561.5714285714286,0
25,Travel_Rarely,180,Research & Development,2,Below College,Medical,Low,Male,65,Very High,1,Research Scientist,Low,Single,3424,21632,7,No,13,Excellent,High,0,6.0,3,Good,4,3,0,1,684.8,1.75,0.14285714285714285,12,0.8,0,0.75,0,0.0,489.14285714285717,0
40,Travel_Rarely,1398,Sales,2,Master,Life Sciences,High,Female,79,High,5,Manager,High,Married,16581,13022,0,No,14,Excellent,Very High,0,21.0,2,Better,18,15,1,12,872.6842105263158,3.25,0.5454545454545454,6,0.8947368421052632,0,21.0,0,0.05263157894736842,753.6818181818181,0
49,Travel_Rarely,301,Research & Development,22,Master,Other,Low,Female,72,High,4,Research Director,Medium,Married,16413,3498,3,No,16,Excellent,Medium,2,27.0,2,Better,4,2,1,2,3282.6,2.0,0.07142857142857142,6,0.6,0,6.75,0,0.2,586.1785714285714,0
33,Travel_Frequently,1296,Research & Development,6,Bachelor,Life Sciences,High,Male,30,High,2,Healthcare Representative,Very High,Divorced,7725,5335,3,No,23,Outstanding,High,1,15.0,2,Bad,13,11,4,7,551.7857142857143,2.75,0.4375,6,0.6428571428571429,0,3.75,0,0.2857142857142857,482.8125,0
32,Travel_Rarely,827,Research & Development,1,Below College,Life Sciences,Very High,Male,71,High,1,Research Scientist,Low,Single,2956,15178,1,No,13,Excellent,Very High,0,1.0,2,Better,1,0,0,0,1478.0,3.0,0.0,6,0.5,0,0.5,0,0.0,1478.0,0
36,Travel_Rarely,1157,Sales,2,Master,Life Sciences,High,Male,70,High,1,Sales Representative,Very High,Single,2644,17001,3,Yes,21,Outstanding,Very High,0,7.0,3,Good,3,2,1,2,661.0,3.25,0.25,9,0.5,1,1.75,1,0.25,330.5,2
51,Travel_Rarely,1405,Research & Development,11,College,Technical Degree,Very High,Female,82,Medium,4,Manufacturing Director,Medium,Single,13142,24439,3,No,16,Excellent,Medium,0,28.5,1,Good,5,2,0,3,2190.3333333333335,2.5,0.1016949152542373,2,0.8333333333333334,0,7.125,0,0.0,445.49152542372883,0
30,Travel_Frequently,448,Sales,12,Master,Life Sciences,Medium,Male,74,Medium,1,Sales Representative,Low,Married,2033,14470,1,No,18,Excellent,High,1,1.0,2,Best,1,0,0,0,1016.5,2.5,0.0,4,0.5,0,0.5,0,0.0,1016.5,0
54,Travel_Rarely,584,Research & Development,22,Doctor,Medical,Medium,Female,91,High,4,Manager,High,Married,16581,18685,3,No,25,Outstanding,High,1,28.5,6,Better,10,8,4,7,1507.3636363636363,2.75,0.23728813559322035,18,0.5454545454545454,0,7.125,0,0.36363636363636365,562.0677966101695,0
31,Travel_Frequently,1125,Sales,7,Master,Marketing,Low,Female,68,High,3,Sales Executive,Low,Married,9637,8277,2,No,14,Excellent,Very High,2,9.0,3,Better,3,2,2,2,2409.25,2.25,0.2,9,0.25,0,3.0,0,0.5,963.7,0
35,Travel_Rarely,802,Research & Development,10,Bachelor,Other,Medium,Male,45,High,1,Laboratory Technician,Very High,Divorced,3917,9541,1,No,20,Outstanding,Low,1,3.0,4,Good,3,2,1,2,979.25,2.25,0.5,12,0.5,0,1.5,0,0.25,979.25,0
47,Travel_Rarely,207,Research & Development,9,Master,Life Sciences,Medium,Female,64,High,1,Laboratory Technician,High,Single,2105,5411,4,No,12,Excellent,High,0,7.0,2,Better,2,2,2,0,701.6666666666666,2.75,0.0,6,0.0,0,1.4,0,0.6666666666666666,263.125,0
45,Travel_Rarely,974,Research & Development,1,Master,Medical,Very High,Female,91,High,1,Laboratory Technician,Very High,Divorced,2270,11005,3,No,14,Excellent,Very High,2,8.0,2,Better,5,3,0,2,378.3333333333333,3.75,0.2222222222222222,6,0.8333333333333334,0,2.0,0,0.0,252.22222222222223,0
27,Travel_Rarely,269,Research & Development,5,Below College,Technical Degree,High,Male,42,Medium,3,Research Director,Very High,Divorced,12808,8842,1,Yes,16,Excellent,Medium,1,9.0,3,Better,9,8,0,8,1280.8,3.0,0.8,6,0.9,1,4.5,1,0.0,1280.8,5
47,Travel_Rarely,1001,Research & Development,4,Bachelor,Life Sciences,High,Female,92,Medium,3,Manufacturing Director,Medium,Divorced,10333,19271,8,Yes,12,Excellent,High,1,28.0,4,Better,18,11,14,10,543.8421052631579,2.75,0.3448275862068966,8,0.21052631578947367,1,3.111111111111111,3,0.7368421052631579,356.3103448275862,4
55,Travel_Rarely,1229,Research & Development,4,Master,Life Sciences,Very High,Male,30,High,2,Healthcare Representative,High,Married,4035,16143,0,Yes,16,Excellent,Medium,0,4.0,2,Better,3,2,1,2,1008.75,3.0,0.4,6,0.5,1,4.0,2,0.25,807.0,4
54,Travel_Rarely,397,Human Resources,19,Master,Medical,High,Male,88,High,3,Human Resources,Medium,Married,10725,6729,2,No,15,Excellent,High,1,16.0,1,Best,9,7,7,1,1072.5,3.0,0.058823529411764705,3,0.2,0,5.333333333333333,0,0.7,630.8823529411765,0
31,Travel_Rarely,1232,Research & Development,7,Master,Medical,High,Female,39,High,3,Manufacturing Director,Very High,Single,7143,25713,1,Yes,14,Excellent,High,0,11.0,2,Good,11,9,4,10,595.25,3.0,0.8333333333333334,6,0.5833333333333334,1,5.5,1,0.3333333333333333,595.25,7
41,Travel_Rarely,1276,Sales,2,Doctor,Life Sciences,Medium,Female,91,High,4,Manager,Low,Married,16581,5626,7,No,16,Excellent,Medium,1,22.0,2,Better,18,16,11,8,872.6842105263158,2.0,0.34782608695652173,6,0.3684210526315789,0,2.75,0,0.5789473684210527,720.9130434782609,0
29,Travel_Frequently,995,Research & Development,2,Below College,Life Sciences,Low,Male,87,High,2,Healthcare Representative,Very High,Divorced,8853,24483,1,No,19,Excellent,Very High,1,6.0,0,Best,6,4,1,3,1264.7142857142858,3.25,0.42857142857142855,0,0.7142857142857143,0,3.0,0,0.14285714285714285,1264.7142857142858,0
39,Travel_Rarely,1462,Sales,6,Bachelor,Medical,Very High,Male,38,Very High,3,Sales Executive,High,Married,8237,4658,2,No,11,Excellent,Low,1,11.0,3,Better,7,6,7,6,1029.625,2.75,0.5,12,0.0,0,3.6666666666666665,0,0.875,686.4166666666666,0
39,Travel_Rarely,1132,Research & Development,1,Bachelor,Medical,High,Male,48,Very High,3,Healthcare Representative,Very High,Divorced,9613,10942,0,No,17,Excellent,Low,3,19.0,5,Good,18,10,3,7,505.94736842105266,2.5,0.35,20,0.7894736842105263,0,19.0,0,0.15789473684210525,480.65,0
31,Travel_Rarely,1222,Research & Development,11,Master,Life Sciences,Very High,Male,48,High,1,Research Scientist,Very High,Married,2356,14871,3,Yes,19,Excellent,Medium,1,8.0,2,Better,6,4,0,2,336.57142857142856,3.25,0.2222222222222222,6,0.8571428571428571,1,2.0,1,0.0,261.77777777777777,11
35,Travel_Rarely,1276,Research & Development,16,Bachelor,Life Sciences,Very High,Male,72,High,3,Healthcare Representative,High,Married,7632,14295,4,Yes,12,Excellent,High,0,10.0,2,Better,8,7,0,0,848.0,3.25,0.0,6,0.8888888888888888,1,2.0,2,0.0,693.8181818181819,16
24,Travel_Rarely,506,Research & Development,29,Below College,Medical,Medium,Male,91,High,1,Laboratory Technician,Low,Divorced,3907,3622,1,No,13,Excellent,Medium,3,6.0,2,Best,6,2,1,2,558.1428571428571,2.25,0.2857142857142857,6,0.7142857142857143,0,3.0,0,0.14285714285714285,558.1428571428571,0
27,Travel_Frequently,472,Research & Development,1,Below College,Technical Degree,High,Male,60,Medium,2,Manufacturing Director,Low,Married,4298,9679,5,No,19,Excellent,High,1,6.0,1,Better,2,2,2,0,1432.6666666666667,2.5,0.0,2,0.0,0,1.0,0,0.6666666666666666,614.0,0
26,Travel_Rarely,390,Research & Development,17,Master,Medical,Very High,Male,62,Low,1,Laboratory Technician,High,Married,2305,6217,1,No,15,Excellent,High,3,3.0,3,Best,3,2,0,2,576.25,3.5,0.5,3,0.75,0,1.5,0,0.0,576.25,0
43,Travel_Rarely,782,Research & Development,6,Master,Other,Medium,Male,50,Medium,4,Research Director,Very High,Divorced,16581,2671,4,Yes,14,Excellent,High,1,21.0,3,Good,1,0,0,0,8290.5,2.75,0.0,6,0.5,1,4.2,1,0.0,753.6818181818181,6
27,Travel_Rarely,1103,Research & Development,14,Bachelor,Life Sciences,Low,Male,42,High,1,Research Scientist,Low,Married,2235,14377,1,Yes,14,Excellent,Very High,2,9.0,3,Good,9,7,6,8,223.5,2.0,0.8,9,0.3,1,4.5,4,0.6,223.5,14
36,Travel_Frequently,884,Research & Development,23,College,Medical,High,Male,41,Very High,2,Laboratory Technician,Very High,Married,2571,12290,4,No,17,Excellent,High,1,17.0,3,Better,5,2,0,3,428.5,3.25,0.16666666666666666,12,0.8333333333333334,0,3.4,0,0.0,142.83333333333334,0
31,Travel_Frequently,754,Sales,26,Master,Marketing,Low,Male,63,High,2,Sales Executive,Very High,Married,5617,21075,1,Yes,11,Excellent,High,0,10.0,4,Better,10,7,0,8,510.6363636363636,2.75,0.7272727272727273,12,0.9090909090909091,1,5.0,1,0.0,510.6363636363636,26
50,Travel_Rarely,691,Research & Development,2,Bachelor,Medical,High,Male,64,High,4,Research Director,High,Married,16581,6881,5,No,16,Excellent,Very High,0,28.5,3,Better,4,3,0,3,3316.2,3.25,0.1016949152542373,9,0.8,0,4.75,0,0.0,562.0677966101695,0
33,Non-Travel,750,Sales,22,College,Marketing,High,Male,95,High,2,Sales Executive,Medium,Married,6146,15480,0,No,13,Excellent,Low,1,8.0,2,Best,7,7,0,7,768.25,2.5,0.7777777777777778,6,0.875,0,8.0,0,0.0,682.8888888888889,0
36,Non-Travel,217,Research & Development,18,Master,Life Sciences,Low,Male,78,High,2,Manufacturing Director,Very High,Single,7779,23238,2,No,20,Outstanding,Low,0,18.0,0,Better,11,9,0,9,648.25,2.25,0.47368421052631576,0,0.9166666666666666,0,6.0,0,0.0,409.42105263157896,0
36,Travel_Rarely,1041,Human Resources,13,Bachelor,Human Resources,High,Male,36,High,1,Human Resources,Medium,Married,2143,25527,4,No,13,Excellent,Medium,1,8.0,2,Better,5,2,0,4,357.1666666666667,2.5,0.4444444444444444,6,0.8333333333333334,0,1.6,0,0.0,238.11111111111111,0
29,Non-Travel,1496,Research & Development,1,Below College,Technical Degree,Very High,Male,41,High,2,Manufacturing Director,High,Married,4319,26283,1,No,13,Excellent,Low,1,10.0,1,Better,10,7,0,9,392.6363636363636,2.75,0.8181818181818182,3,0.9090909090909091,0,5.0,0,0.0,392.6363636363636,0
26,Travel_Rarely,1355,Human Resources,25,Below College,Life Sciences,High,Female,61,High,1,Human Resources,High,Married,2942,8916,1,No,23,Outstanding,Very High,1,8.0,3,Better,8,7,5,7,326.8888888888889,3.25,0.7777777777777778,9,0.3333333333333333,0,4.0,0,0.5555555555555556,326.8888888888889,0
43,Non-Travel,1344,Research & Development,7,Bachelor,Medical,Very High,Male,37,Very High,1,Research Scientist,Very High,Divorced,2089,5228,4,No,14,Excellent,Very High,3,7.0,3,Best,5,4,2,2,348.1666666666667,4.0,0.25,12,0.5,0,1.4,0,0.3333333333333333,261.125,0
34,Travel_Rarely,204,Sales,14,Bachelor,Technical Degree,High,Female,31,High,1,Sales Representative,High,Divorced,2579,2912,1,Yes,18,Excellent,Very High,2,8.0,3,Better,8,2,0,6,286.55555555555554,3.25,0.6666666666666666,9,0.8888888888888888,1,4.0,2,0.0,286.55555555555554,14
47,Non-Travel,543,Sales,2,Master,Marketing,High,Male,87,High,2,Sales Executive,Medium,Married,4978,3536,7,No,11,Excellent,Very High,1,4.0,3,Bad,1,0,0,0,2489.0,2.5,0.0,9,0.5,0,0.5,0,0.0,995.6,0
45,Travel_Rarely,1385,Research & Development,20,College,Medical,High,Male,79,High,4,Healthcare Representative,Very High,Married,13496,7501,0,Yes,14,Excellent,Medium,0,21.0,2,Better,18,7,4,10,710.3157894736842,3.0,0.45454545454545453,6,0.7368421052631579,1,21.0,1,0.21052631578947367,613.4545454545455,20
47,Travel_Rarely,359,Research & Development,2,Master,Medical,Low,Female,82,High,4,Research Director,High,Married,16581,26703,3,No,19,Excellent,Medium,2,26.0,2,Best,18,17,5,6,872.6842105263158,2.5,0.2222222222222222,6,0.6842105263157895,0,6.5,0,0.2631578947368421,614.1111111111111,0
32,Travel_Rarely,414,Sales,2,Master,Marketing,High,Male,82,Medium,2,Sales Executive,Medium,Single,9907,26186,7,Yes,12,Excellent,High,0,7.0,3,Good,2,2,2,2,3302.3333333333335,2.5,0.25,6,0.0,1,0.875,3,0.6666666666666666,1238.375,2
53,Travel_Rarely,447,Research & Development,2,Bachelor,Medical,Very High,Male,39,Very High,4,Research Director,Medium,Single,16581,19764,4,No,12,Excellent,Medium,0,28.5,2,Good,9,8,8,8,1658.1,2.5,0.2711864406779661,8,0.1,0,5.7,0,0.8,562.0677966101695,0
34,Travel_Rarely,131,Sales,2,Bachelor,Marketing,High,Female,86,High,2,Sales Executive,Low,Single,4538,6039,0,Yes,12,Excellent,Very High,0,4.0,3,Better,3,2,0,2,1134.5,2.75,0.4,9,0.75,1,4.0,4,0.0,907.6,2
39,Travel_Rarely,524,Research & Development,18,College,Life Sciences,Low,Male,32,High,2,Manufacturing Director,High,Single,4534,13352,0,No,11,Excellent,Low,0,9.0,6,Better,8,7,1,7,503.77777777777777,2.0,0.7,18,0.7777777777777778,0,9.0,0,0.1111111111111111,453.4,0
28,Non-Travel,120,Sales,4,Bachelor,Medical,Medium,Male,43,High,2,Sales Executive,High,Married,4221,8863,1,No,15,Excellent,Medium,0,5.0,3,Best,5,4,0,4,703.5,2.75,0.6666666666666666,9,0.8333333333333334,0,2.5,0,0.0,703.5,0
48,Travel_Frequently,117,Research & Development,22,Bachelor,Medical,Very High,Female,58,High,4,Manager,Very High,Divorced,16581,2437,3,No,11,Excellent,Medium,1,24.0,3,Better,18,17,4,7,872.6842105263158,3.25,0.28,9,0.7368421052631579,0,6.0,0,0.21052631578947367,663.24,0
37,Travel_Rarely,1319,Research & Development,6,Bachelor,Medical,High,Male,51,Very High,2,Research Scientist,Low,Divorced,5974,17001,4,Yes,13,Excellent,Low,2,13.0,2,Better,7,7,6,7,746.75,2.0,0.5,8,0.125,1,2.6,4,0.75,426.7142857142857,6
22,Travel_Rarely,617,Research & Development,3,Below College,Life Sciences,Medium,Female,34,High,2,Manufacturing Director,High,Married,4171,10022,0,Yes,19,Excellent,Low,1,4.0,3,Best,3,2,0,2,1042.75,2.5,0.4,9,0.75,1,4.0,2,0.0,834.2,3
46,Travel_Rarely,1009,Research & Development,2,Bachelor,Life Sciences,Low,Male,51,High,4,Research Director,High,Married,16581,2288,6,No,13,Excellent,High,0,26.0,2,Bad,3,2,0,1,4145.25,2.0,0.037037037037037035,6,0.75,0,3.7142857142857144,0,0.0,614.1111111111111,0
46,Travel_Rarely,717,Research & Development,13,Master,Life Sciences,High,Male,34,High,2,Healthcare Representative,Medium,Single,5562,9697,6,No,14,Excellent,Very High,0,19.0,3,Better,10,7,0,9,505.6363636363636,3.0,0.45,9,0.9090909090909091,0,2.7142857142857144,0,0.0,278.1,0
47,Travel_Rarely,703,Sales,14,Master,Marketing,Very High,Male,42,High,2,Sales Executive,Low,Single,4960,11825,2,No,12,Excellent,Very High,0,20.0,2,Better,7,7,1,7,620.0,3.0,0.3333333333333333,6,0.75,0,6.666666666666667,0,0.125,236.1904761904762,0
24,Travel_Frequently,897,Human Resources,10,Bachelor,Medical,Low,Male,59,High,1,Human Resources,Very High,Married,2145,2097,0,No,14,Excellent,Very High,1,3.0,2,Better,2,2,2,1,715.0,3.0,0.25,6,0.0,0,3.0,0,0.6666666666666666,536.25,0
42,Travel_Rarely,1396,Research & Development,6,Bachelor,Medical,High,Male,83,High,3,Research Director,Low,Married,13348,14842,9,No,13,Excellent,Medium,1,18.0,3,Best,13,7,5,7,953.4285714285714,2.5,0.3684210526315789,9,0.5714285714285714,0,1.8,0,0.35714285714285715,702.5263157894736,0
44,Travel_Frequently,1193,Research & Development,2,Below College,Medical,Medium,Male,86,High,3,Manufacturing Director,High,Single,10209,19719,5,Yes,18,Excellent,Medium,0,16.0,2,Good,2,2,2,2,3403.0,2.25,0.11764705882352941,6,0.0,1,2.6666666666666665,2,0.6666666666666666,600.5294117647059,2
44,Travel_Rarely,1037,Research & Development,1,Bachelor,Medical,Medium,Male,42,High,1,Research Scientist,Very High,Single,2436,13422,6,Yes,12,Excellent,High,0,6.0,2,Better,4,3,1,2,487.2,3.0,0.2857142857142857,6,0.6,1,0.8571428571428571,1,0.2,348.0,1
54,Travel_Rarely,971,Research & Development,1,Bachelor,Medical,Very High,Female,54,High,4,Research Director,Very High,Single,16581,5652,6,No,19,Excellent,Very High,0,28.5,3,Good,18,7,12,7,872.6842105263158,3.5,0.23728813559322035,9,0.3157894736842105,0,4.071428571428571,0,0.631578947368421,562.0677966101695,0
45,Travel_Rarely,176,Human Resources,4,Bachelor,Life Sciences,High,Female,56,Low,3,Human Resources,High,Married,9756,6595,4,No,21,Outstanding,High,2,9.0,2,Best,5,0,0,3,1626.0,3.25,0.3,2,0.8333333333333334,0,1.8,0,0.0,975.6,0
27,Non-Travel,443,Research & Development,3,Bachelor,Medical,Very High,Male,50,High,1,Research Scientist,Very High,Married,1706,16571,1,No,11,Excellent,High,3,0.0,6,Good,0,0,0,0,1706.0,3.25,0.0,18,0.0,0,0.0,0,0.0,1706.0,0
30,Travel_Frequently,464,Research & Development,4,Bachelor,Technical Degree,High,Male,40,High,1,Research Scientist,Very High,Single,2285,3427,9,Yes,23,Outstanding,High,0,3.0,4,Better,1,0,0,0,1142.5,3.25,0.0,12,0.5,1,0.3,1,0.0,571.25,4
27,Travel_Rarely,1134,Research & Development,16,Master,Technical Degree,High,Female,37,High,1,Laboratory Technician,Medium,Married,2811,12086,9,No,14,Excellent,Medium,1,4.0,2,Better,2,2,2,2,937.0,2.5,0.4,6,0.0,0,0.4,0,0.6666666666666666,562.2,0
29,Travel_Rarely,1010,Research & Development,1,Bachelor,Life Sciences,Low,Female,97,High,1,Research Scientist,Very High,Divorced,3760,5598,1,No,15,Excellent,Low,3,3.0,5,Better,3,2,1,2,940.0,2.25,0.5,15,0.5,0,1.5,0,0.25,940.0,0
26,Travel_Frequently,887,Research & Development,5,College,Medical,High,Female,88,Medium,1,Research Scientist,High,Married,2366,20898,1,Yes,14,Excellent,Low,1,8.0,2,Better,8,7,1,7,262.8888888888889,2.5,0.7777777777777778,4,0.7777777777777778,1,4.0,2,0.1111111111111111,262.8888888888889,5
36,Travel_Rarely,1040,Research & Development,3,College,Life Sciences,Very High,Male,79,Very High,2,Healthcare Representative,Low,Divorced,6842,26308,6,No,20,Outstanding,Low,1,13.0,3,Better,5,4,0,4,1140.3333333333333,2.25,0.2857142857142857,12,0.8333333333333334,0,1.8571428571428572,0,0.0,488.7142857142857,0
29,Travel_Rarely,738,Research & Development,9,Doctor,Other,Medium,Male,30,Medium,1,Laboratory Technician,Very High,Single,3983,7621,0,No,17,Excellent,High,0,4.0,2,Better,3,2,2,2,995.75,3.0,0.4,4,0.25,0,4.0,0,0.5,796.6,0
33,Travel_Rarely,118,Sales,16,Bachelor,Marketing,Low,Female,69,High,2,Sales Executive,Low,Single,5324,26507,5,No,15,Excellent,High,0,6.0,3,Better,3,2,0,2,1331.0,2.0,0.2857142857142857,9,0.75,0,1.0,0,0.0,760.5714285714286,0
54,Travel_Rarely,1441,Research & Development,17,Bachelor,Technical Degree,High,Female,56,High,3,Manufacturing Director,High,Married,10739,13943,8,No,11,Excellent,High,1,22.0,2,Better,10,7,0,8,976.2727272727273,3.0,0.34782608695652173,6,0.9090909090909091,0,2.4444444444444446,0,0.0,466.9130434782609,0
31,Travel_Rarely,1365,Sales,13,Master,Medical,Medium,Male,46,High,2,Sales Executive,Low,Divorced,4233,11512,2,No,17,Excellent,High,0,9.0,2,Bad,3,1,1,2,1058.25,1.75,0.2,6,0.5,0,3.0,0,0.25,423.3,0
40,Travel_Rarely,1300,Research & Development,24,College,Technical Degree,Low,Male,62,High,2,Research Scientist,Very High,Divorced,3319,24447,1,No,17,Excellent,Low,2,9.0,3,Better,9,8,4,7,331.9,2.25,0.7,9,0.5,0,4.5,0,0.4,331.9,0
47,Travel_Rarely,1176,Human Resources,26,Master,Life Sciences,Very High,Female,98,High,5,Manager,High,Married,16581,5220,3,No,11,Excellent,High,1,27.0,2,Better,5,2,1,0,2763.5,3.25,0.0,6,0.6666666666666666,0,6.75,0,0.16666666666666666,592.1785714285714,0
30,Travel_Frequently,1312,Research & Development,2,Master,Technical Degree,Very High,Female,78,Medium,1,Research Scientist,Low,Single,4968,26427,0,No,16,Excellent,Very High,0,10.0,2,Better,9,7,0,7,496.8,3.0,0.6363636363636364,4,0.9,0,10.0,0,0.0,451.6363636363636,0
31,Travel_Rarely,670,Research & Development,26,Below College,Life Sciences,Low,Male,31,High,1,Research Scientist,High,Divorced,2911,15170,1,No,17,Excellent,Very High,1,5.0,1,Good,5,2,4,3,485.1666666666667,2.5,0.5,3,0.16666666666666666,0,2.5,0,0.6666666666666666,485.1666666666667,0
38,Travel_Frequently,653,Research & Development,29,Doctor,Life Sciences,Very High,Female,50,High,2,Laboratory Technician,Very High,Single,2406,5456,1,No,11,Excellent,Very High,0,10.0,2,Better,10,3,9,9,218.72727272727272,3.75,0.8181818181818182,6,0.09090909090909091,0,5.0,0,0.8181818181818182,218.72727272727272,0
35,Travel_Rarely,1296,Research & Development,5,Master,Technical Degree,High,Male,62,High,3,Manufacturing Director,Medium,Single,8095,18264,0,No,13,Excellent,Very High,0,17.0,5,Better,16,6,0,13,476.1764705882353,3.0,0.7222222222222222,15,0.9411764705882353,0,17.0,0,0.0,449.72222222222223,0
56,Travel_Rarely,1369,Research & Development,23,Bachelor,Life Sciences,Very High,Male,68,High,4,Manufacturing Director,Medium,Married,13402,18235,4,Yes,12,Excellent,Low,1,28.5,0,Better,18,16,15,9,705.3684210526316,2.5,0.3050847457627119,0,0.15789473684210525,1,5.7,3,0.7894736842105263,454.3050847457627,23
37,Travel_Frequently,319,Sales,4,Master,Marketing,Low,Male,41,High,1,Sales Representative,Very High,Divorced,2793,2539,4,No,17,Excellent,High,1,13.0,2,Better,9,8,5,8,279.3,2.75,0.5714285714285714,6,0.4,0,2.6,0,0.5,199.5,0
34,Non-Travel,1065,Sales,23,Master,Marketing,Medium,Male,72,High,2,Sales Executive,High,Single,4568,10034,0,No,20,Outstanding,High,0,10.0,2,Better,9,5,8,7,456.8,2.75,0.6363636363636364,6,0.1,0,10.0,0,0.8,415.27272727272725,0
41,Travel_Rarely,1085,Research & Development,2,Master,Life Sciences,Medium,Female,57,Low,1,Laboratory Technician,Very High,Divorced,2778,17725,4,Yes,13,Excellent,High,1,10.0,1,Good,7,7,1,0,347.25,2.75,0.0,1,0.75,1,2.0,1,0.125,252.54545454545453,2
40,Travel_Rarely,543,Research & Development,1,Master,Life Sciences,Low,Male,83,High,1,Laboratory Technician,Very High,Married,2406,4060,8,No,19,Excellent,High,2,8.0,3,Good,1,0,0,0,1203.0,2.5,0.0,9,0.5,0,0.8888888888888888,0,0.0,267.3333333333333,0
50,Travel_Rarely,1126,Research & Development,1,College,Medical,Very High,Male,66,High,4,Research Director,Very High,Divorced,16581,6615,9,No,22,Outstanding,High,1,28.5,1,Good,5,4,1,3,2763.5,3.25,0.1016949152542373,3,0.6666666666666666,0,2.85,0,0.16666666666666666,562.0677966101695,0
39,Non-Travel,1485,Research & Development,25,College,Life Sciences,High,Male,71,High,3,Healthcare Representative,High,Married,10920,3449,3,No,21,Outstanding,Medium,1,13.0,2,Better,6,4,0,5,1560.0,2.75,0.35714285714285715,6,0.8571428571428571,0,3.25,0,0.0,780.0,0
21,Travel_Rarely,984,Research & Development,1,Below College,Technical Degree,Very High,Female,70,Medium,1,Research Scientist,Medium,Single,2070,25326,1,Yes,11,Excellent,High,0,2.0,6,Best,2,2,2,2,690.0,3.25,0.6666666666666666,12,0.0,1,1.0,3,0.6666666666666666,690.0,1
38,Non-Travel,1336,Human Resources,2,Bachelor,Human Resources,Low,Male,100,High,1,Human Resources,Medium,Divorced,2592,7129,5,No,13,Excellent,Very High,3,13.0,3,Better,11,10,3,8,216.0,2.5,0.5714285714285714,9,0.6666666666666666,0,2.1666666666666665,0,0.25,185.14285714285714,0
39,Travel_Rarely,1253,Research & Development,10,Below College,Medical,High,Male,65,High,3,Research Director,High,Single,13464,7914,7,No,21,Outstanding,High,0,9.0,3,Better,4,3,2,2,2692.8,3.0,0.2,9,0.4,0,1.125,0,0.4,1346.4,0
